-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8387469,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.5385
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.5385
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6512229,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
#,#,#
-0.7278373,1.7621324,-9.5385
-0.7278373,1.8004397,-9.576807
-0.7661445,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6512229,1.8004397,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.615114
-0.6512229,1.8004397,-9.576807
-0.6895301,1.7621324,-9.615114
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7661445,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8004397,-9.615114
-0.7278373,1.7621324,-9.615114
-0.7278373,1.7621324,-9.5385
-0.6512229,1.7621324,-9.5385
-0.6512229,1.7621324,-9.576807
-0.6512229,1.7238252,-9.615114
-0.6512229,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6512229,1.7621324,-9.615114
-0.6512229,1.7621324,-9.576807
-0.6512229,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7661445,1.7621324,-9.576807
-0.7661445,1.8004397,-9.5385
-0.80445176,1.8004397,-9.576807
-0.7661445,1.8004397,-9.5385
-0.7661445,1.8004397,-9.576807
-0.7278373,1.8004397,-9.5385
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6512229,1.7238252,-9.576807
-0.6895301,1.685518,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6512229,1.7621324,-9.576807
-0.61291564,1.8004397,-9.576807
-0.61291564,1.8387469,-9.576807
-0.6512229,1.8387469,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7621324,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7661445,1.7621324,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8387469,-9.576807
-0.6512229,1.8387469,-9.576807
-0.61291564,1.8770541,-9.615114
-0.6512229,1.8387469,-9.576807
-0.61291564,1.8004397,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.7278373,1.685518,-9.5385
-0.6895301,1.685518,-9.576807
-0.7278373,1.685518,-9.576807
-0.7278373,1.6472107,-9.576807
-0.7661445,1.6472107,-9.5385
-0.80445176,1.685518,-9.5385
-0.7278373,1.7238252,-9.615114
-0.7278373,1.7621324,-9.615114
-0.7661445,1.7621324,-9.5385
-0.7278373,1.8004397,-9.576807
-0.6895301,1.8387469,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7661445,1.7238252,-9.576807
-0.7661445,1.7238252,-9.5385
-0.7278373,1.685518,-9.5385
-0.7278373,1.7621324,-9.615114
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8387469,-9.576807
-0.6512229,1.8387469,-9.576807
-0.6895301,1.8387469,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6512229,1.7621324,-9.5385
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.615114
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6512229,1.8004397,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8387469,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.5385
#,#,#
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6512229,1.8004397,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8004397,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.5385
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.615114
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8004397,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.615114
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.615114
-0.61291564,1.7621324,-9.576807
-0.6512229,1.7621324,-9.5385
-0.6512229,1.7621324,-9.576807
-0.6512229,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.5385
-0.6512229,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.615114
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6512229,1.8004397,-9.576807
-0.6512229,1.7621324,-9.576807
#,#,#
-0.6512229,1.8004397,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.6895301,1.7621324,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8004397,-9.615114
-0.6895301,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6512229,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7238252,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7661445,1.7621324,-9.576807
-0.7661445,1.7621324,-9.5385
-0.7278373,1.8004397,-9.5385
-0.7278373,1.8004397,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.61291564,1.7621324,-9.5385
-0.6512229,1.7238252,-9.5385
-0.6512229,1.7238252,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.5385
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.5385
-0.7278373,1.8004397,-9.576807
-0.6895301,1.8004397,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8004397,-9.5385
-0.6512229,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8387469,-9.576807
-0.6895301,1.8387469,-9.615114
-0.6895301,1.8387469,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8004397,-9.5385
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7238252,-9.5385
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6512229,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7621324,-9.5385
-0.7278373,1.8004397,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8004397,-9.615114
-0.6895301,1.7621324,-9.615114
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6512229,1.7238252,-9.576807
-0.6895301,1.7238252,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.7278373,1.685518,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8387469,-9.576807
-0.6895301,1.8387469,-9.5385
-0.7278373,1.7621324,-9.615114
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.685518,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8387469,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
#,#,#
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7661445,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6512229,1.7621324,-9.615114
-0.6895301,1.7238252,-9.615114
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.615114
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.576807
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8387469,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.5385
-0.7278373,1.8004397,-9.5385
-0.7278373,1.8004397,-9.615114
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8004397,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6512229,1.8004397,-9.576807
-0.6895301,1.8004397,-9.5385
-0.7278373,1.7621324,-9.576807
-0.7661445,1.7621324,-9.615114
-0.7661445,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.685518,-9.5385
-0.6895301,1.7238252,-9.5385
-0.6512229,1.7621324,-9.576807
-0.6512229,1.8004397,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8004397,-9.615114
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6512229,1.7238252,-9.576807
-0.6895301,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.8387469,-9.576807
-0.7278373,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6512229,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7278373,1.8004397,-9.5385
-0.7278373,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7661445,1.8004397,-9.576807
-0.7661445,1.7621324,-9.576807
#,#,#
-0.7661445,1.7238252,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.8004397,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.576807
-0.6895301,1.685518,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.8004397,-9.576807
-0.7661445,1.7621324,-9.615114
-0.7661445,1.8004397,-9.576807
-0.7278373,1.7621324,-9.5385
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6512229,1.7621324,-9.576807
-0.6895301,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6512229,1.8004397,-9.5385
-0.6512229,1.8004397,-9.576807
-0.6895301,1.7621324,-9.615114
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7238252,-9.5385
-0.6895301,1.685518,-9.576807
-0.6895301,1.7238252,-9.5385
-0.7278373,1.7238252,-9.500193
-0.7278373,1.7621324,-9.653421
-0.7278373,1.7621324,-9.615114
-0.7278373,1.7621324,-9.5385
-0.7278373,1.8004397,-9.500193
-0.6895301,1.8004397,-9.653421
-0.6895301,1.8004397,-9.615114
-0.6895301,1.8004397,-9.5385
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7278373,1.685518,-9.576807
-0.7661445,1.685518,-9.5385
-0.7661445,1.685518,-9.576807
-0.7278373,1.7238252,-9.5385
-0.6895301,1.7621324,-9.5385
-0.6895301,1.8004397,-9.576807
-0.6895301,1.8387469,-9.615114
-0.6895301,1.8770541,-9.615114
-0.6895301,1.8770541,-9.576807
-0.6895301,1.8387469,-9.5385
-0.6895301,1.8004397,-9.500193
-0.6895301,1.7621324,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.615114
-0.7661445,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.7278373,1.685518,-9.576807
-0.7278373,1.685518,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.615114
-0.7661445,1.7621324,-9.615114
-0.7661445,1.7238252,-9.576807
-0.7278373,1.7238252,-9.576807
-0.6895301,1.7621324,-9.576807
-0.6895301,1.7621324,-9.5385
-0.6895301,1.7238252,-9.5385
-0.6895301,1.7238252,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7661445,1.7621324,-9.576807
-0.7278373,1.7621324,-9.615114
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7278373,1.685518,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.7621324,-9.5385
-0.7278373,1.8004397,-9.576807
-0.6895301,1.8004397,-9.576807
-0.6895301,1.7621324,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7238252,-9.5385
-0.7661445,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7661445,1.7621324,-9.576807
-0.7661445,1.7238252,-9.576807
-0.7661445,1.7238252,-9.5385
-0.7278373,1.7621324,-9.5385
-0.7278373,1.7621324,-9.576807
-0.6895301,1.8004397,-9.576807
-0.7278373,1.7238252,-9.576807
-0.7661445,1.7238252,-9.5385
-0.7278373,1.7238252,-9.5385
-0.7278373,1.7238252,-9.576807
-0.7278373,1.7621324,-9.576807
-0.7278373,1.8004397,-9.5385
